SF,C,SG,PG,PF,F,G,UTIL,Type,Salary,Sig
1628969,1626157,1627739,1628973,1628384,201587,1642266,1627826,GEN_STACK,50000,1626157|1627739|1627826|1628384|1628969|1628973|1642266|201587
1630598,203937,1629004,1628983,1631094,1631096,1629652,1631114,GEN_STACK,50000,1628983|1629004|1629652|1630598|1631094|1631096|1631114|203937
1626162,1628976,1629130,1629630,1628970,1641731,1630200,202696,GEN_STACK,49300,1626162|1628970|1628976|1629130|1629630|1630200|1641731|202696
1629008,1629674,1629611,1641710,1630533,201587,1630217,1641718,GEN_STACK,49500,1629008|1629611|1629674|1630217|1630533|1641710|1641718|201587
1629008,1628976,1629611,1642849,1630533,1631094,1630217,1629651,GEN_STACK,49500,1628976|1629008|1629611|1629651|1630217|1630533|1631094|1642849
1631114,1629651,1642383,1628983,1631096,1642846,1642268,1642849,GEN_STACK,49500,1628983|1629651|1631096|1631114|1642268|1642383|1642846|1642849
1630573,1629674,1642851,1628971,1631094,1642461,1642268,203954,GEN_STACK,49600,1628971|1629674|1630573|1631094|1642268|1642461|1642851|203954
1630533,1628976,1629130,1628983,1631094,1642962,1629611,203954,GEN_STACK,50000,1628976|1628983|1629130|1629611|1630533|1631094|1642962|203954
1630533,1629674,1631128,1629656,1628415,1641731,1630178,203954,GEN_STACK,50000,1628415|1629656|1629674|1630178|1630533|1631128|1641731|203954
1626162,203954,1629611,1629630,1626220,1631094,1630557,1641731,GEN_STACK,50000,1626162|1626220|1629611|1629630|1630557|1631094|1641731|203954
1631114,1630168,1628379,1627739,1629627,1641731,1630700,1642852,GEN_STACK,49800,1627739|1628379|1629627|1630168|1630700|1631114|1641731|1642852
1629628,1628976,1642851,1642266,1630552,1631094,1642347,1642275,GEN_STACK,50000,1628976|1629628|1630552|1631094|1642266|1642275|1642347|1642851
1630598,1629651,1629656,1630178,202331,1641731,1631128,1642268,GEN_STACK,48100,1629651|1629656|1630178|1630598|1631128|1641731|1642268|202331
1642346,1629674,1629130,1626164,1628991,1642377,1642285,203954,GEN_STACK,50000,1626164|1628991|1629130|1629674|1642285|1642346|1642377|203954
1630573,1626157,1627739,1642354,1628970,1630567,201935,201587,GEN_STACK,49900,1626157|1627739|1628970|1630567|1630573|1642354|201587|201935
1628969,1626157,1629004,1629673,1628384,1631094,1631128,201587,GEN_STACK,49800,1626157|1628384|1628969|1629004|1629673|1631094|1631128|201587
1627759,1629674,1628971,1627750,1630573,203932,1629130,1642268,GEN_STACK,49900,1627750|1627759|1628971|1629130|1629674|1630573|1642268|203932
1626220,1626157,1631128,1630193,201587,1628960,1641710,1627826,GEN_STACK,49600,1626157|1626220|1627826|1628960|1630193|1631128|1641710|201587
1627759,1626157,1629130,1641718,1630573,203501,1642268,1629674,GEN_STACK,50000,1626157|1627759|1629130|1629674|1630573|1641718|1642268|203501
1631114,1642259,1629656,1630200,1630598,1641731,1642268,203954,GEN_STACK,50000,1629656|1630200|1630598|1631114|1641731|1642259|1642268|203954
1630533,203954,1627742,1642266,1628970,1630552,1629004,1642347,GEN_STACK,49700,1627742|1628970|1629004|1630533|1630552|1642266|1642347|203954
1626220,1642852,1627742,1629673,1628970,1642461,1641718,1642347,GEN_STACK,49700,1626220|1627742|1628970|1629673|1641718|1642347|1642461|1642852
1631212,1629674,1628971,1628401,1631096,203501,1631128,1642285,GEN_STACK,48900,1628401|1628971|1629674|1631096|1631128|1631212|1642285|203501
1626162,1628976,1629611,1628379,202331,1641731,1630178,203954,GEN_STACK,49600,1626162|1628379|1628976|1629611|1630178|1641731|202331|203954
1629008,1629651,1629611,1641710,1631094,1641731,1642849,1642856,GEN_STACK,49800,1629008|1629611|1629651|1631094|1641710|1641731|1642849|1642856
1626220,203937,1630200,1626164,1628415,1630552,1642285,1642346,GEN_STACK,49400,1626164|1626220|1628415|1630200|1630552|1642285|1642346|203937
1627759,1628976,1631221,1629630,1628415,1642262,1642285,1642346,GEN_STACK,49700,1627759|1628415|1628976|1629630|1631221|1642262|1642285|1642346
1629628,1629674,1629652,1630163,1628970,1630567,1630193,1642266,GEN_STACK,49500,1628970|1629628|1629652|1629674|1630163|1630193|1630567|1642266
1626220,1628976,1627742,1629656,1630567,1641706,1642266,1642851,GEN_STACK,49700,1626220|1627742|1628976|1629656|1630567|1641706|1642266|1642851
1626220,1628976,1631128,1626164,1628991,1642377,1629630,201587,GEN_STACK,49700,1626164|1626220|1628976|1628991|1629630|1631128|1642377|201587
1629008,1642852,1629130,1630200,1630573,1642461,1630217,202696,GEN_STACK,49600,1629008|1629130|1630200|1630217|1630573|1642461|1642852|202696
1641731,203954,1628960,1631221,1641730,1642377,1642285,201587,GEN_STACK,48100,1628960|1631221|1641730|1641731|1642285|1642377|201587|203954
1642846,1628976,1641710,1642285,1631094,1641730,1642849,1629651,GEN_STACK,49800,1628976|1629651|1631094|1641710|1641730|1642285|1642846|1642849
1629008,1629651,1631128,1642849,1631094,1641730,1642851,1641731,GEN_STACK,50000,1629008|1629651|1631094|1631128|1641730|1641731|1642849|1642851
1629638,203937,1630200,1629673,1628970,1631094,1630530,1642275,GEN_STACK,49800,1628970|1629638|1629673|1630200|1630530|1631094|1642275|203937
1627759,1628976,1631128,1628971,1631212,203501,1630202,1629674,GEN_STACK,49700,1627759|1628971|1628976|1629674|1630202|1631128|1631212|203501
1627759,1629674,1628971,1628379,1630573,1631114,1628983,1631128,GEN_STACK,50000,1627759|1628379|1628971|1628983|1629674|1630573|1631114|1631128
1629628,1629651,1627742,1630163,1628970,1630598,1642354,1641706,GEN_STACK,50000,1627742|1628970|1629628|1629651|1630163|1630598|1641706|1642354
1628969,1629674,1629130,1627739,201587,202695,1627750,1631128,GEN_STACK,49800,1627739|1627750|1628969|1629130|1629674|1631128|201587|202695
1631114,1626157,1627739,1628973,1628384,201587,1630200,1642266,GEN_STACK,49700,1626157|1627739|1628384|1628973|1630200|1631114|1642266|201587
1626220,1628976,1631128,1641710,1631094,1642346,1642856,1629651,GEN_STACK,48900,1626220|1628976|1629651|1631094|1631128|1641710|1642346|1642856
1626220,1626157,1628960,1627739,1642852,201587,1630200,201935,GEN_STACK,50000,1626157|1626220|1627739|1628960|1630200|1642852|201587|201935
1627759,1629674,1631128,1628401,1630573,203501,1630202,1642285,GEN_STACK,50000,1627759|1628401|1629674|1630202|1630573|1631128|1642285|203501
1629008,1629651,1627739,1628971,1630573,1642461,1629630,1641718,GEN_STACK,49800,1627739|1628971|1629008|1629630|1629651|1630573|1641718|1642461
1629628,1628976,1627742,1642347,1628970,1630567,1642354,1629651,GEN_STACK,49600,1627742|1628970|1628976|1629628|1629651|1630567|1642347|1642354
1626220,203954,1627739,1629656,1630573,1641730,1630178,1641731,GEN_STACK,49500,1626220|1627739|1629656|1630178|1630573|1641730|1641731|203954
1628969,202696,1627739,1628973,1626220,1642346,1641710,1642849,GEN_STACK,48300,1626220|1627739|1628969|1628973|1641710|1642346|1642849|202696
1629008,1628976,1628971,1642268,1630533,1631094,1642856,1641730,GEN_STACK,49600,1628971|1628976|1629008|1630533|1631094|1641730|1642268|1642856
1628960,1628976,1629130,1628983,1630533,1631094,1629611,1629651,GEN_STACK,49800,1628960|1628976|1628983|1629130|1629611|1629651|1630533|1631094
1630533,1628976,1629611,1630200,1631094,203501,1630217,1641710,GEN_STACK,50000,1628976|1629611|1630200|1630217|1630533|1631094|1641710|203501
1627759,202696,1628401,1628971,1630573,203501,1642354,203932,GEN_STACK,49800,1627759|1628401|1628971|1630573|1642354|202696|203501|203932
1626220,1628976,1642285,1630163,1628970,1642275,1630193,1642851,GEN_STACK,49700,1626220|1628970|1628976|1630163|1630193|1642275|1642285|1642851
1626220,1628976,1642383,1628983,1630598,1631096,1642268,1631114,GEN_STACK,50000,1626220|1628976|1628983|1630598|1631096|1631114|1642268|1642383
1626220,203954,1642266,1630193,1630552,1629628,1642354,1642461,GEN_STACK,50000,1626220|1629628|1630193|1630552|1642266|1642354|1642461|203954
1626220,203954,1626164,1629630,1630573,1642346,1642268,1642285,GEN_STACK,49900,1626164|1626220|1629630|1630573|1642268|1642285|1642346|203954
1630557,1642259,1642285,1629656,1630598,1641731,1641718,203954,GEN_STACK,49600,1629656|1630557|1630598|1641718|1641731|1642259|1642285|203954
1631114,1626157,1629652,1629656,1626220,1642846,1641718,1642268,GEN_STACK,50000,1626157|1626220|1629652|1629656|1631114|1641718|1642268|1642846
1629638,1630168,1629130,1628379,1631094,1642852,1629673,1630700,GEN_STACK,50000,1628379|1629130|1629638|1629673|1630168|1630700|1631094|1642852
1626220,1628976,1626164,1628973,1630533,1641765,1629630,1642285,GEN_STACK,49400,1626164|1626220|1628973|1628976|1629630|1630533|1641765|1642285
1629008,1628976,1629656,1628973,1630533,201587,1642856,202696,GEN_STACK,50000,1628973|1628976|1629008|1629656|1630533|1642856|201587|202696
1628415,203954,1630200,1628379,1626220,1628960,1629630,1642285,GEN_STACK,49900,1626220|1628379|1628415|1628960|1629630|1630200|1642285|203954
1628969,1628976,1627739,1628973,201587,1629628,1642266,201935,GEN_STACK,49700,1627739|1628969|1628973|1628976|1629628|1642266|201587|201935
1629008,1628976,1629130,1629673,1631094,201587,1630200,1629651,GEN_STACK,49900,1628976|1629008|1629130|1629651|1629673|1630200|1631094|201587
1629628,203954,1629130,1630163,1628970,1631114,1642266,1642275,GEN_STACK,49500,1628970|1629130|1629628|1630163|1631114|1642266|1642275|203954
1628415,1628976,1629004,1628379,1631094,1629008,1629611,1641718,GEN_STACK,50000,1628379|1628415|1628976|1629004|1629008|1629611|1631094|1641718
1630573,1627826,1627739,1628973,1631096,201587,1629652,201935,GEN_STACK,49700,1627739|1627826|1628973|1629652|1630573|1631096|201587|201935
1626220,1629651,1629611,1641718,1641730,1642962,1630217,203954,GEN_STACK,49700,1626220|1629611|1629651|1630217|1641718|1641730|1642962|203954
1629008,1629651,1629611,1628971,1631094,1641730,1631128,1642856,GEN_STACK,49400,1628971|1629008|1629611|1629651|1631094|1631128|1641730|1642856
1628415,1628991,1628960,1629673,1631094,1641731,1630200,1642346,GEN_STACK,49900,1628415|1628960|1628991|1629673|1630200|1631094|1641731|1642346
1642962,1628976,1630217,1642268,1631094,1641730,1642856,1629651,GEN_STACK,49700,1628976|1629651|1630217|1631094|1641730|1642268|1642856|1642962
1626220,1628991,1628960,1629630,1628970,1630533,1642285,1641730,GEN_STACK,49900,1626220|1628960|1628970|1628991|1629630|1630533|1641730|1642285
1630533,1628976,1629656,1641710,1630552,1631114,1642849,1641730,GEN_STACK,49900,1628976|1629656|1630533|1630552|1631114|1641710|1641730|1642849
1631114,1628976,1626164,1629630,1626220,1642346,1642285,1642377,GEN_STACK,50000,1626164|1626220|1628976|1629630|1631114|1642285|1642346|1642377
1626162,203954,1626164,1628971,1630573,1641731,1629630,1629656,GEN_STACK,50000,1626162|1626164|1628971|1629630|1629656|1630573|1641731|203954
1629628,203954,1629656,1628379,1641730,1630557,1630178,1630200,GEN_STACK,50000,1628379|1629628|1629656|1630178|1630200|1630557|1641730|203954
1626220,203954,1630557,1629656,1631094,1641730,1631128,1641731,GEN_STACK,49400,1626220|1629656|1630557|1631094|1631128|1641730|1641731|203954
1626220,1626157,1629652,1627739,201587,1628969,1628973,1627826,GEN_STACK,49200,1626157|1626220|1627739|1627826|1628969|1628973|1629652|201587
1628969,1628976,1629004,1627739,201587,1641731,1630178,203954,GEN_STACK,49600,1627739|1628969|1628976|1629004|1630178|1641731|201587|203954
1627759,1630168,1628960,1628971,1641730,1642461,1631128,1642285,GEN_STACK,49800,1627759|1628960|1628971|1630168|1631128|1641730|1642285|1642461
1626162,1642259,1629130,1630178,201587,1641731,1642347,203954,GEN_STACK,48500,1626162|1629130|1630178|1641731|1642259|1642347|201587|203954
1642346,1629651,1630700,1629630,1628970,1641730,1641710,1642849,GEN_STACK,48200,1628970|1629630|1629651|1630700|1641710|1641730|1642346|1642849
1628969,1626157,1628971,1627739,1628384,1641730,1631128,1627826,GEN_STACK,49500,1626157|1627739|1627826|1628384|1628969|1628971|1631128|1641730
1626220,1629674,1627739,1626164,1628415,1630598,1642285,203954,GEN_STACK,49500,1626164|1626220|1627739|1628415|1629674|1630598|1642285|203954
1629628,1630168,1626164,1627739,1626220,1642377,1642268,1642285,GEN_STACK,49600,1626164|1626220|1627739|1629628|1630168|1642268|1642285|1642377
1629008,1628976,1631128,1630700,1630533,1631094,1642962,1629651,GEN_STACK,49400,1628976|1629008|1629651|1630533|1630700|1631094|1631128|1642962
1630533,1629651,1629611,1642856,1631094,1641730,1630217,1630168,GEN_STACK,49700,1629611|1629651|1630168|1630217|1630533|1631094|1641730|1642856
1627759,1630168,1631128,1628971,1630573,1631114,1630202,1641731,GEN_STACK,50000,1627759|1628971|1630168|1630202|1630573|1631114|1631128|1641731
1630533,1628976,1630530,1629656,202331,1641731,1642285,203954,GEN_STACK,49800,1628976|1629656|1630530|1630533|1641731|1642285|202331|203954
1630573,1629674,1628971,1630700,1630567,1631212,1641718,1642461,GEN_STACK,49300,1628971|1629674|1630567|1630573|1630700|1631212|1641718|1642461
1630598,1628976,1629004,1628983,1628374,1631114,1629652,1642268,GEN_STACK,49800,1628374|1628976|1628983|1629004|1629652|1630598|1631114|1642268
1629628,1627826,1642266,1630163,1628970,1630567,1642354,1642275,GEN_STACK,47900,1627826|1628970|1629628|1630163|1630567|1642266|1642275|1642354
1631114,203954,1630200,1629656,1642275,1641731,1642285,1642845,GEN_STACK,50000,1629656|1630200|1631114|1641731|1642275|1642285|1642845|203954
1641706,203937,1627742,1628983,1630552,1642275,1642266,1642354,GEN_STACK,49600,1627742|1628983|1630552|1641706|1642266|1642275|1642354|203937
1642846,1630583,1629004,1626164,1628374,1631096,1642268,1642383,GEN_STACK,49900,1626164|1628374|1629004|1630583|1631096|1642268|1642383|1642846
1626220,1626157,1629130,1627739,1628384,201587,1628983,1628976,GEN_STACK,49700,1626157|1626220|1627739|1628384|1628976|1628983|1629130|201587
1626220,1629674,1629611,1627750,203501,203932,1630202,1631128,GEN_STACK,48100,1626220|1627750|1629611|1629674|1630202|1631128|203501|203932
1629008,1628976,1629611,1630163,1630533,1631094,1642849,1641730,GEN_STACK,48800,1628976|1629008|1629611|1630163|1630533|1631094|1641730|1642849
1630573,203954,1627742,1630163,1642275,1641706,1629130,1642851,GEN_STACK,49700,1627742|1629130|1630163|1630573|1641706|1642275|1642851|203954
1626220,1626157,1627739,1629656,201587,1631114,1642354,203954,GEN_STACK,48300,1626157|1626220|1627739|1629656|1631114|1642354|201587|203954
1641731,203954,1629004,1628971,1628374,1642275,1629656,1641718,GEN_STACK,49100,1628374|1628971|1629004|1629656|1641718|1641731|1642275|203954
1629008,1628976,1629611,1641710,1630533,1631094,1642849,1629651,GEN_STACK,49100,1628976|1629008|1629611|1629651|1630533|1631094|1641710|1642849
1629628,1642852,1642266,1630163,1630567,1631094,1642347,1642275,GEN_STACK,49800,1629628|1630163|1630567|1631094|1642266|1642275|1642347|1642852
1626220,1629674,1629652,1626164,1628415,203501,1629630,1642285,GEN_STACK,48100,1626164|1626220|1628415|1629630|1629652|1629674|1642285|203501
1626220,1626157,1629673,1630193,1630567,1641706,1642266,1642347,GEN_STACK,48500,1626157|1626220|1629673|1630193|1630567|1641706|1642266|1642347
1641706,1629674,1627742,1630163,1630567,201587,1630200,1642347,GEN_STACK,49800,1627742|1629674|1630163|1630200|1630567|1641706|1642347|201587
1641731,203954,1629004,1629656,202331,1642377,1630178,1642354,GEN_STACK,48900,1629004|1629656|1630178|1641731|1642354|1642377|202331|203954
1629628,203954,1627742,1630163,1628970,1642346,1629004,1642354,GEN_STACK,49500,1627742|1628970|1629004|1629628|1630163|1642346|1642354|203954
1628960,1642852,1629611,1628379,1630552,1641731,1629630,1630700,GEN_STACK,49900,1628379|1628960|1629611|1629630|1630552|1630700|1641731|1642852
1641731,1629651,1630700,1629630,1626220,1642377,1642285,1642259,GEN_STACK,49800,1626220|1629630|1629651|1630700|1641731|1642259|1642285|1642377
1631114,1629651,1629611,1629630,1641730,1641731,1630200,1630217,GEN_STACK,49900,1629611|1629630|1629651|1630200|1630217|1631114|1641730|1641731
1626162,1642259,1629611,1630178,1630598,1641731,1631128,203954,GEN_STACK,49800,1626162|1629611|1630178|1630598|1631128|1641731|1642259|203954
1628415,1628991,1626164,1629630,1626220,1642377,1628960,1642849,GEN_STACK,49900,1626164|1626220|1628415|1628960|1628991|1629630|1642377|1642849
1630533,1629651,1628971,1629630,1631094,1631114,1642856,1642461,GEN_STACK,50000,1628971|1629630|1629651|1630533|1631094|1631114|1642461|1642856
1626220,1629651,1629611,1630200,1641730,1629008,1631128,1641710,GEN_STACK,48400,1626220|1629008|1629611|1629651|1630200|1631128|1641710|1641730
1630573,1629674,1628401,1627750,201587,203932,1630202,1631128,GEN_STACK,49500,1627750|1628401|1629674|1630202|1630573|1631128|201587|203932
1641731,1642852,1642285,1628983,1626220,1642377,1629630,1642354,GEN_STACK,49900,1626220|1628983|1629630|1641731|1642285|1642354|1642377|1642852
1629628,1628976,1629004,1642347,1628970,1630552,1642354,1630567,GEN_STACK,50000,1628970|1628976|1629004|1629628|1630552|1630567|1642347|1642354
1626220,202696,1628960,1626164,1628415,1641765,1631221,1642285,GEN_STACK,49700,1626164|1626220|1628415|1628960|1631221|1641765|1642285|202696
1626220,1628991,1629611,1626164,1642346,1642852,1630217,1642285,GEN_STACK,49900,1626164|1626220|1628991|1629611|1630217|1642285|1642346|1642852
1630598,1629651,1629652,1628983,1631096,1631114,1642268,1642383,GEN_STACK,49200,1628983|1629651|1629652|1630598|1631096|1631114|1642268|1642383
1629628,1629651,1642851,1630163,1630567,1642275,1630193,1642354,GEN_STACK,49400,1629628|1629651|1630163|1630193|1630567|1642275|1642354|1642851
1629638,1626157,1629673,1628379,1630552,202331,1631128,1642849,GEN_STACK,50000,1626157|1628379|1629638|1629673|1630552|1631128|1642849|202331
1626220,1627826,1629611,1627739,1630552,1630573,1628973,1629656,GEN_STACK,50000,1626220|1627739|1627826|1628973|1629611|1629656|1630552|1630573
1629628,1642852,1627742,1630163,1628970,1642275,1629611,1642851,GEN_STACK,49800,1627742|1628970|1629611|1629628|1630163|1642275|1642851|1642852
1626162,1628976,1629656,1627739,1641730,1630557,1641718,203954,GEN_STACK,49300,1626162|1627739|1628976|1629656|1630557|1641718|1641730|203954
1642461,1629674,1628960,1627739,1628374,203501,1628973,1631128,GEN_STACK,48900,1627739|1628374|1628960|1628973|1629674|1631128|1642461|203501
1628960,1629674,1628401,1627750,1641730,1642846,1628971,1629673,GEN_STACK,50000,1627750|1628401|1628960|1628971|1629673|1629674|1641730|1642846
1642262,1626157,1629611,1627739,201587,202695,1628973,1642285,GEN_STACK,49800,1626157|1627739|1628973|1629611|1642262|1642285|201587|202695
1628960,202696,1627739,1626164,1628970,1641731,1629130,1630200,GEN_STACK,49800,1626164|1627739|1628960|1628970|1629130|1630200|1641731|202696
1630598,1629674,1629004,1628983,1631096,1631114,1629611,1642268,GEN_STACK,47700,1628983|1629004|1629611|1629674|1630598|1631096|1631114|1642268
1629008,1628976,1629611,1641710,1641730,201587,1630217,1629651,GEN_STACK,50000,1628976|1629008|1629611|1629651|1630217|1641710|1641730|201587
1641731,1628976,1628960,1626164,1626220,1642377,1629630,1642285,GEN_STACK,50000,1626164|1626220|1628960|1628976|1629630|1641731|1642285|1642377
1629008,1628976,1629611,1627739,1631094,1641730,1641710,1642849,GEN_STACK,49900,1627739|1628976|1629008|1629611|1631094|1641710|1641730|1642849
1629008,1628976,1629611,1641710,1631094,1641730,1631128,1642849,GEN_STACK,49900,1628976|1629008|1629611|1631094|1631128|1641710|1641730|1642849
1626220,1629674,1627742,1629630,1628970,1629628,1642347,1642851,GEN_STACK,49700,1626220|1627742|1628970|1629628|1629630|1629674|1642347|1642851
1629628,1642852,1629611,1642266,1628970,1630567,1642285,1641706,GEN_STACK,49000,1628970|1629611|1629628|1630567|1641706|1642266|1642285|1642852
1630573,202696,1629130,1629656,1631094,1642377,1630200,1630217,GEN_STACK,50000,1629130|1629656|1630200|1630217|1630573|1631094|1642377|202696
1627759,1629674,1628971,1630202,1631212,1641731,1641710,1642849,GEN_STACK,49500,1627759|1628971|1629674|1630202|1631212|1641710|1641731|1642849
1628969,1626157,1627739,1628379,1630533,1642846,1628973,202696,GEN_STACK,49500,1626157|1627739|1628379|1628969|1628973|1630533|1642846|202696
1630573,1628976,1631128,1628971,1631094,1642461,1641718,203932,GEN_STACK,49900,1628971|1628976|1630573|1631094|1631128|1641718|1642461|203932
1626220,1626157,1631128,1628973,201587,1642377,1642268,1627826,GEN_STACK,49300,1626157|1626220|1627826|1628973|1631128|1642268|1642377|201587
1629008,1628976,1629611,1641710,1630533,1641706,1630217,1642849,GEN_STACK,48300,1628976|1629008|1629611|1630217|1630533|1641706|1641710|1642849
1641706,1629674,1627742,1630163,1628970,1642275,1642347,203932,GEN_STACK,49900,1627742|1628970|1629674|1630163|1641706|1642275|1642347|203932
1630598,1626157,1629652,1641718,1631096,1631114,1642285,1642383,GEN_STACK,49900,1626157|1629652|1630598|1631096|1631114|1641718|1642285|1642383
1627759,1629674,1631128,1627750,203501,1641731,1630202,1642849,GEN_STACK,50000,1627750|1627759|1629674|1630202|1631128|1641731|1642849|203501
1641706,1642259,1627742,1642347,1628970,1630567,1642354,1642849,GEN_STACK,48400,1627742|1628970|1630567|1641706|1642259|1642347|1642354|1642849
1629008,1642259,1629611,1627739,1642461,1641731,1629656,203954,GEN_STACK,50000,1627739|1629008|1629611|1629656|1641731|1642259|1642461|203954
1626220,1627826,1626164,1627739,201587,1631114,1628973,1642266,GEN_STACK,49300,1626164|1626220|1627739|1627826|1628973|1631114|1642266|201587
1630533,1630168,1627742,1627739,1629627,1630552,1628379,1642849,GEN_STACK,49500,1627739|1627742|1628379|1629627|1630168|1630533|1630552|1642849
1631114,1629674,1627739,1642268,1628374,1631096,1642383,1642846,GEN_STACK,48500,1627739|1628374|1629674|1631096|1631114|1642268|1642383|1642846
1629008,1628976,1630217,1630200,1641730,201587,1642268,1629651,GEN_STACK,50000,1628976|1629008|1629651|1630200|1630217|1641730|1642268|201587
1629008,1629651,1629611,1627739,1628384,1630533,1642856,1631094,GEN_STACK,49600,1627739|1628384|1629008|1629611|1629651|1630533|1631094|1642856
1627759,1629674,1628971,1628973,1630598,1642461,1630202,203501,GEN_STACK,49500,1627759|1628971|1628973|1629674|1630202|1630598|1642461|203501
1628969,1629674,1629611,1627739,201587,1631114,1628983,1630168,GEN_STACK,49600,1627739|1628969|1628983|1629611|1629674|1630168|1631114|201587
1626220,1628991,1629652,1629630,1631096,1642377,1642268,1642285,GEN_STACK,50000,1626220|1628991|1629630|1629652|1631096|1642268|1642285|1642377
1626220,202696,1628401,1627750,1630573,1642461,1631128,203501,GEN_STACK,49700,1626220|1627750|1628401|1630573|1631128|1642461|202696|203501
1641731,1629651,1629652,1628971,1641730,202331,1628983,1629656,GEN_STACK,48400,1628971|1628983|1629651|1629652|1629656|1641730|1641731|202331
1626220,1628991,1631128,1629630,1641730,1642346,1642285,202696,GEN_STACK,49400,1626220|1628991|1629630|1631128|1641730|1642285|1642346|202696
1630533,1628976,1629611,1642849,1630567,1631094,201935,1641730,GEN_STACK,50000,1628976|1629611|1630533|1630567|1631094|1641730|1642849|201935
1627759,1629651,1629656,1628971,1628970,1630567,1642266,201587,GEN_STACK,49500,1627759|1628970|1628971|1629651|1629656|1630567|1642266|201587
1642962,1628976,1629004,1628401,1631094,1641730,1641710,1629651,GEN_STACK,49900,1628401|1628976|1629004|1629651|1631094|1641710|1641730|1642962
1629638,1629651,1629004,1628971,1631094,1642852,1629673,1642285,GEN_STACK,49500,1628971|1629004|1629638|1629651|1629673|1631094|1642285|1642852
1626220,1628976,1627742,1628379,1628970,1630567,1630163,1642354,GEN_STACK,50000,1626220|1627742|1628379|1628970|1628976|1630163|1630567|1642354
1629008,1628976,1629611,1641710,1630533,1641730,1630217,1629651,GEN_STACK,50000,1628976|1629008|1629611|1629651|1630217|1630533|1641710|1641730
1626220,1642259,1629611,1628379,1630598,1641730,1630178,203954,GEN_STACK,48500,1626220|1628379|1629611|1630178|1630598|1641730|1642259|203954
1630598,1629651,1629004,1628983,1628374,1631114,1629652,1642268,GEN_STACK,50000,1628374|1628983|1629004|1629651|1629652|1630598|1631114|1642268
1626220,1628976,1629611,1628983,1630533,1641730,1630217,1630700,GEN_STACK,49800,1626220|1628976|1628983|1629611|1630217|1630533|1630700|1641730
1629008,1628976,1629611,1641710,1628991,1630533,1642268,1629651,GEN_STACK,50000,1628976|1628991|1629008|1629611|1629651|1630533|1641710|1642268
1629638,1630168,1629130,1628379,1630552,1630573,1630530,1630700,GEN_STACK,50000,1628379|1629130|1629638|1630168|1630530|1630552|1630573|1630700
1630573,1629674,1627742,1630193,1628970,1631094,1642266,1642851,GEN_STACK,49900,1627742|1628970|1629674|1630193|1630573|1631094|1642266|1642851
1630598,203937,1642285,1628983,1631096,1642846,1641718,203501,GEN_STACK,50000,1628983|1630598|1631096|1641718|1642285|1642846|203501|203937
1630573,1629674,1628401,1628973,1642461,203932,1641718,1642354,GEN_STACK,49900,1628401|1628973|1629674|1630573|1641718|1642354|1642461|203932
1630533,1629651,1631128,1641710,1631094,1641730,1642268,1642856,GEN_STACK,49200,1629651|1630533|1631094|1631128|1641710|1641730|1642268|1642856
1626220,1629651,1628960,1626164,1628970,1642377,1629630,201587,GEN_STACK,50000,1626164|1626220|1628960|1628970|1629630|1629651|1642377|201587
1642461,1629674,1628401,1627750,1631096,203501,1629611,1631128,GEN_STACK,49600,1627750|1628401|1629611|1629674|1631096|1631128|1642461|203501
1630598,1628976,1629004,1628983,1626220,1631114,1629652,1641718,GEN_STACK,49200,1626220|1628976|1628983|1629004|1629652|1630598|1631114|1641718
1626220,1626157,1627739,1642266,201587,1628969,1642285,201935,GEN_STACK,48300,1626157|1626220|1627739|1628969|1642266|1642285|201587|201935
1626162,1628991,1631128,1626164,1626220,1628415,1642285,1630573,GEN_STACK,48400,1626162|1626164|1626220|1628415|1628991|1630573|1631128|1642285
1630573,202696,1629130,1630200,1628374,1631096,1631128,1642268,GEN_STACK,48400,1628374|1629130|1630200|1630573|1631096|1631128|1642268|202696
1630573,1626157,1627739,1628971,1641730,203501,1628973,1641718,GEN_STACK,49900,1626157|1627739|1628971|1628973|1630573|1641718|1641730|203501
1629008,1630168,1629611,1641710,1631094,1642346,1642849,1642856,GEN_STACK,49200,1629008|1629611|1630168|1631094|1641710|1642346|1642849|1642856
1630533,1626157,1627739,1628973,1628970,201587,1629656,1627826,GEN_STACK,49900,1626157|1627739|1627826|1628970|1628973|1629656|1630533|201587
1630557,1642259,1629656,1627739,202331,1641731,1642268,203954,GEN_STACK,48400,1627739|1629656|1630557|1641731|1642259|1642268|202331|203954
1626162,203954,1629611,1628983,201587,1641731,1629656,202331,GEN_STACK,49900,1626162|1628983|1629611|1629656|1641731|201587|202331|203954
1626162,1628976,1626164,1629673,1642852,1641731,1642268,1630168,GEN_STACK,49800,1626162|1626164|1628976|1629673|1630168|1641731|1642268|1642852
1628960,1629651,1628971,1627750,1630573,1641731,1628983,1629130,GEN_STACK,49800,1627750|1628960|1628971|1628983|1629130|1629651|1630573|1641731
1629628,1627826,1627742,1631221,1642275,1641731,1629611,203954,GEN_STACK,49800,1627742|1627826|1629611|1629628|1631221|1641731|1642275|203954
1631114,203937,1630200,1628983,1628374,1642262,1642268,1642846,GEN_STACK,49600,1628374|1628983|1630200|1631114|1642262|1642268|1642846|203937
1629628,1630168,1629130,1630163,1628970,1630573,1642851,1641706,GEN_STACK,49800,1628970|1629130|1629628|1630163|1630168|1630573|1641706|1642851
